Question | Wrong Answer | Expected Answer | Option ID
What were my total sales in Sunderland Road WTD? | Total sales in store Sunderland Road WTD. | Total sales in Sunderland Road WTD. | 4
What were my total sales in Gt. Barrington WTD? | Total sales in store Gt. Barrington Last Week. | Total sales in Gt. Barrington WTD. | 4
What were my total sales in Torrington WTD? | Total sales in store Torrington WTD. | Total sales in Torrington WTD. | 4
What were my total sales in Granville WTD? | Total sales in store Granville WTD. | Total sales in Granville WTD. | 4
What were my total sales in Route 50 WTD? | Total sales in store Route 50 WTD. | Total sales in Route 50 WTD. | 4
What were my total sales in Bethlehem WTD? | Total sales in store Bethlehem WTD. | Total sales in Bethlehem WTD. | 4
What were my total sales in Worcester Fair WTD? | Total sales in store Worcester Fair WTD. | Total sales in Worcester Fair WTD. | 4
What were my total sales in Norwich WTD? | Total sales in store Norwich WTD. | Total sales in Norwich WTD. | 4
What were my total sales in Marlborough WTD? | Total sales in store Marlborough WTD. | Total sales in Marlborough WTD. | 4
What were my total sales in Palatine Bridge WTD? | Total sales in store Palatine Bridge WTD. | Total sales in Palatine Bridge WTD. | 4
What were my total sales in Shelburne Road WTD? | Total sales in store Shelburne Road WTD. | Total sales in Shelburne Road WTD. | 4
What were my total sales in Malone WTD? | Total sales in store Malone WTD. | Total sales in Malone WTD. | 4
What were my total sales in West Lebanon WTD? | Total sales in store West Lebanon WTD. | Total sales in West Lebanon WTD. | 4
What were my total sales in Plattsburgh WTD? | Total sales in store Plattsburgh WTD. | Total sales in Plattsburgh WTD. | 4
What were my total sales in Taylor WTD? | Total sales in store Taylor WTD. | Total sales in Taylor WTD. | 4
What were my total sales in Lake George WTD? | Total sales in store Lake George WTD. | Total sales in Lake George WTD. | 4
What were my total sales in Bennington WTD? | Total sales in store Bennington WTD. | Total sales in Bennington WTD. | 4
What were my total sales in Erie Blvd. WTD? | Total sales in store Erie Blvd. WTD. | Total sales in Erie Blvd. WTD. | 4
What were my total sales in Wyoming WTD? | Total sales in store Wyoming WTD. | Total sales in Wyoming WTD. | 4
What were my total sales in Western Lights WTD? | Total sales in store Western Lights WTD. | Total sales in Western Lights WTD. | 4
What were my total sales in Altamont Avenue WTD? | Total sales in store Altamont Avenue WTD. | Total sales in Altamont Avenue WTD. | 4
What were my total sales in Windsor  VT WTD? | Total sales in store Windsor  VT WTD. | Total sales in Windsor  VT WTD. | 4
What were my total sales in Cortland WTD? | Total sales in store Cortland WTD. | Total sales in Cortland WTD. | 4
What were my total sales in Main and Cambridge WTD? | Total sales in store Main and Cambridge WTD. | Total sales in Main and Cambridge WTD. | 4
What were my total sales in Lake Placid WTD? | Total sales in store Lake Placid WTD. | Total sales in Lake Placid WTD. | 4
What were my total sales in Hudson Valley Plaza WTD? | Total sales in store Hudson Valley Plaza WTD. | Total sales in Hudson Valley Plaza WTD. | 4
What were my total sales in Clay WTD? | Total sales in store Clay WTD. | Total sales in Clay WTD. | 4
What were my total sales in Guilderland WTD? | Total sales in store Guilderland WTD. | Total sales in Guilderland WTD. | 4
What were my total sales in Malta WTD? | Total sales in store Malta WTD. | Total sales in Malta WTD. | 4
What were my total sales in Montrose WTD? | Total sales in store Montrose WTD. | Total sales in Montrose WTD. | 4
What were my total sales in Shaker Road WTD? | Total sales in store Shaker Road WTD. | Total sales in Shaker Road WTD. | 4
What were my total sales in Putnam WTD? | Total sales in store Putnam WTD. | Total sales in Putnam WTD. | 4
What were my total sales in Edwardsville WTD? | Total sales in store Edwardsville Last Week. | Total sales in Edwardsville WTD. | 4
What were my total sales in Niskayuna WTD? | Total sales in store Niskayuna WTD. | Total sales in Niskayuna WTD. | 4
What were my total sales in Essex Center WTD? | Total sales in store Essex Center WTD. | Total sales in Essex Center WTD. | 4
What were my total sales in Saugerties WTD? | Total sales in store Saugerties WTD. | Total sales in Saugerties WTD. | 4
What were my total sales in Mountain Road WTD? | Total sales in store Mountain Road WTD. | Total sales in Mountain Road WTD. | 4
What were my total sales in Gloversville WTD? | Total sales in store Gloversville WTD. | Total sales in Gloversville WTD. | 4
What were my total sales in Glenmont WTD? | Total sales in store Glenmont WTD. | Total sales in Glenmont WTD. | 4
What were my total sales in Newburgh WTD? | Total sales in store Newburgh WTD. | Total sales in Newburgh WTD. | 4
What were my total sales in Cicero WTD? | Total sales in store Cicero WTD. | Total sales in Cicero WTD. | 4
What were my total sales in House Calls Pharmacy WTD? | Total sales in store House Calls Pharmacy WTD. | Total sales in House Calls Pharmacy WTD. | 4
What were my total sales in House Calls Pharmacy WTD? | Total sales in store House Calls Pharmacy WTD. | Total sales in House Calls Pharmacy WTD. | 4
What were my total sales in Westfall PA WTD? | Total sales in store Westfall PA WTD. | Total sales in Westfall PA WTD. | 4
What were my total sales in Southington WTD? | Total sales in store Southington Last Week. | Total sales in Southington WTD. | 4
What were my total sales in Bristol WTD? | Total sales in store Bristol WTD. | Total sales in Bristol WTD. | 4
What were my total sales in Vernon WTD? | Total sales in store Vernon WTD. | Total sales in Vernon WTD. | 4
What were my total sales in Rome WTD? | Total sales in store Rome WTD. | Total sales in Rome WTD. | 4
What were my total sales in Commercial Drive WTD? | Total sales in store Commercial Drive WTD. | Total sales in Commercial Drive WTD. | 4
What were my total sales in Keene WTD? | Total sales in store Keene WTD. | Total sales in Keene WTD. | 4
What were my total sales in Newington WTD? | Total sales in store Newington WTD. | Total sales in Newington WTD. | 4
What were my total sales in Richfield Springs WTD? | Total sales in store Richfield Springs Last Week. | Total sales in Richfield Springs WTD. | 4
What were my total sales in House Calls WTD? | Total sales in store House Calls WTD. | Total sales in House Calls WTD. | 4
What were my total sales in Oneida WTD? | Total sales in store Oneida WTD. | Total sales in Oneida WTD. | 4
What were my total sales in Fulton WTD? | Total sales in store Fulton WTD. | Total sales in Fulton WTD. | 4
What were my total sales in Sidney WTD? | Total sales in store Sidney WTD. | Total sales in Sidney WTD. | 4
What were my total sales in Owego WTD? | Total sales in store Oswego WTD. | Total sales in Owego WTD. | 4
What were my total sales in Delhi WTD? | Total sales in store Delhi WTD. | Total sales in Delhi WTD. | 4
What were my total sales in Derby WTD? | Total sales in store Derby WTD. | Total sales in Derby WTD. | 4
What were my total sales in Champlain WTD? | Total sales in store Champlain WTD. | Total sales in Champlain WTD. | 4
What were my total sales in Windsor, CT WTD? | Total sales in store Windsor, CT Last Week. | Total sales in Windsor, CT WTD. | 4
What were my total sales in Wilkes WTD? | Total sales in store Wilkes WTD. | Total sales in Wilkes WTD. | 4
What were my total sales in Warwick WTD? | Total sales in store Warwick WTD. | Total sales in Warwick WTD. | 4
What were my total sales in Colonie WTD? | Total sales in store Colonie WTD. | Total sales in Colonie WTD. | 4
What were my total sales in Madison NY WTD? | Total sales in store Madison NY WTD. | Total sales in Madison NY WTD. | 4
What were my total sales in Oswego WTD? | Total sales in store Oswego WTD. | Total sales in Oswego WTD. | 4
What were my total sales in Lebanon WTD? | Total sales in store Lebanon WTD. | Total sales in Lebanon WTD. | 4
What were my total sales in So. Burlington WTD? | Total sales in store So. Burlington WTD. | Total sales in So. Burlington WTD. | 4
What were my total sales in Shrewsbury WTD? | Total sales in store Shrewsbury Last Week. | Total sales in Shrewsbury WTD. | 4
What were my total sales in Colchester WTD? | Total sales in store Colchester WTD. | Total sales in Colchester WTD. | 4
What were my total sales in Hopkinton WTD? | Total sales in store Hopkinton WTD. | Total sales in Hopkinton WTD. | 4
What were my total sales in Middletown CT WTD? | Total sales in store Middletown CT WTD. | Total sales in Middletown CT WTD. | 4
What were my total sales in Lenox WTD? | Total sales in store Lenox WTD. | Total sales in Lenox WTD. | 4
What were my total sales in Chenango WTD? | Total sales in store Chenango WTD. | Total sales in Chenango WTD. | 4
What were my total sales in Cooperstown WTD? | Total sales in store Cooperstown WTD. | Total sales in Cooperstown WTD. | 4
What were my total sales in Marshall's Creek WTD? | Total sales in store Marshall's Creek WTD. | Total sales in Marshall's Creek WTD. | 4
What were my total sales in Binghamton WTD? | Total sales in store Binghamton Last Week. | Total sales in Binghamton WTD. | 4
What were my total sales in Saratoga WTD? | Total sales in store Saratoga WTD. | Total sales in Saratoga WTD. | 4
What were my total sales in Gardner WTD? | Total sales in store Gardner WTD. | Total sales in Gardner WTD. | 4
What were my total sales in Webster WTD? | Total sales in store Webster WTD. | Total sales in Webster WTD. | 4
What were my total sales in Alexandria Bay WTD? | Total sales in store Alexandria Bay Last Week. | Total sales in Alexandria Bay WTD. | 4
What were my total sales in Little Falls WTD? | Total sales in store Little Falls WTD. | Total sales in Little Falls WTD. | 4
What were my total sales in Storrs WTD? | Total sales in store Storrs WTD. | Total sales in Storrs WTD. | 4
What were my total sales in Sutton MA WTD? | Total sales in store Sutton MA WTD. | Total sales in Sutton MA WTD. | 4
What were my total sales in Watervliet WTD? | Total sales in store Watervliet PTD. | Total sales in Watervliet WTD. | 4
What were my total sales in Chatham WTD? | Total sales in store Chatham WTD. | Total sales in Chatham WTD. | 4
What were my total sales in Warrensburg WTD? | Total sales in store Warrensburg WTD. | Total sales in Warrensburg WTD. | 4
What were my total sales in Oxford WTD? | Total sales in store Oxford WTD. | Total sales in Oxford WTD. | 4
What were my total sales in Ft Edward WTD? | Total sales in store Ft Edward WTD. | Total sales in Ft Edward WTD. | 4
What were my total sales in Clifton Park Plaza WTD? | Total sales in store Clifton Park Plaza WTD. | Total sales in Clifton Park Plaza WTD. | 4
What were my total sales in Tupper Lake WTD? | Total sales in store Tupper Lake WTD. | Total sales in Tupper Lake WTD. | 4
What were my total sales in North Adams WTD? | Total sales in store North Adams WTD. | Total sales in North Adams WTD. | 4
What were my total sales in Lenox WTD? | Total sales in store Lenox WTD. | Total sales in Lenox WTD. | 4
What were my total sales in Watervliet WTD? | Total sales in store Watervliet PTD. | Total sales in Watervliet WTD. | 4
What were my total sales in Saratoga WTD? | Total sales in store Saratoga WTD. | Total sales in Saratoga WTD. | 4
What were my total sales in Oswego WTD? | Total sales in store Oswego WTD. | Total sales in Oswego WTD. | 4
What were my total sales in Fulton WTD? | Total sales in store Fulton WTD. | Total sales in Fulton WTD. | 4
What were my total sales in Dunmore St. WTD? | Total sales in store Dunmore St. WTD. | Total sales in Dunmore St. WTD. | 4
What were my total sales in Oneida WTD? | Total sales in store Oneida WTD. | Total sales in Oneida WTD. | 4
What were my total sales in Colonie WTD? | Total sales in store Colonie WTD. | Total sales in Colonie WTD. | 4
What were my total sales in Binghamton WTD? | Total sales in store Binghamton Last Week. | Total sales in Binghamton WTD. | 4
What were my total sales in Wilkes-Barre WTD? | Total sales in store Wilkes-Barre Last Week. | Total sales in Wilkes-Barre WTD. | 4
What were my total sales in Shrewsbury WTD? | Total sales in store Shrewsbury Last Week. | Total sales in Shrewsbury WTD. | 4
What were my total sales in Webster WTD? | Total sales in store Webster WTD. | Total sales in Webster WTD. | 4
What were my total sales in Chatham WTD? | Total sales in store Chatham WTD. | Total sales in Chatham WTD. | 4
What were my total sales in Oswego WTD? | Total sales in store Oswego WTD. | Total sales in Oswego WTD. | 4
What were my total sales in Eastern Parkway Rolling 13 Periods? | Total sales in store Eastern Parkway Rolling 13 Periods. | Total sales in Eastern Parkway Rolling 13 Periods. | 4
What were my total sales in Brunswick Rolling 13 Periods? | Total sales in store Brunswick Rolling 13 Periods. | Total sales in Brunswick Rolling 13 Periods. | 4
What were my total sales in Lincoln Rolling 13 Periods? | Total sales in store Lincoln Rolling 13 Periods. | Total sales in Lincoln Rolling 13 Periods. | 4
What were my total sales in Cooper St Rolling 13 Periods? | Total sales in store Cooper St Rolling 13 Periods. | Total sales in Cooper St Rolling 13 Periods. | 4
What were my total sales in Lee Rolling 13 Periods? | Total sales in store Lee Rolling 13 Periods. | Total sales in Lee Rolling 13 Periods. | 4
What were my total sales in Clinton Housecalls Rolling 13 Periods? | Total sales in store Clinton Housecalls Rolling 13 Periods. | Total sales in Clinton Housecalls Rolling 13 Periods. | 4
What were my total sales in North Troy Rolling 13 Periods? | Total sales in store North Troy Rolling 13 Periods. | Total sales in North Troy Rolling 13 Periods. | 4
What were my total sales in Johnstown Rolling 13 Periods? | Total sales in store Johnstown Rolling 13 Periods. | Total sales in Johnstown Rolling 13 Periods. | 4
What were my total sales in Price Chopper Pharmacy Rolling 13 Periods? | Total sales in store Price Chopper Pharmacy Rolling 13 Periods. | Total sales in Price Chopper Pharmacy Rolling 13 Periods. | 4
What were my total sales in Clifton Park Rolling 13 Periods? | Total sales in store Clifton Park Rolling 13 Periods. | Total sales in Clifton Park Rolling 13 Periods. | 4
What were my total sales in Madison Ave Rolling 13 Periods? | Total sales in store Madison Ave Rolling 13 Periods. | Total sales in Madison Ave Rolling 13 Periods. | 4
What were my total sales in West Carthage Rolling 13 Periods? | Total sales in store West Carthage Rolling 13 Periods. | Total sales in West Carthage Rolling 13 Periods. | 4
What were my total sales in Genesee Street Rolling 13 Periods? | Total sales in store Genesee Street Rolling 13 Periods. | Total sales in Genesee Street Rolling 13 Periods. | 4
What were my total sales in Hamilton Square Rolling 13 Periods? | Total sales in store Hamilton Square Rolling 13 Periods. | Total sales in Hamilton Square Rolling 13 Periods. | 4
What were my total sales in Potsdam Rolling 13 Periods? | Total sales in store Potsdam Rolling 13 Periods. | Total sales in Potsdam Rolling 13 Periods. | 4
What were my total sales in Ogdensburg Rolling 13 Periods? | Total sales in store Ogdensburg Rolling 13 Periods. | Total sales in Ogdensburg Rolling 13 Periods. | 4
What were my total sales in Massena Rolling 13 Periods? | Total sales in store Massena Rolling 13 Periods. | Total sales in Massena Rolling 13 Periods. | 4
What were my total sales in Cohoes Rolling 13 Periods? | Total sales in store Cohoes Rolling 13 Periods. | Total sales in Cohoes Rolling 13 Periods. | 4
What were my total sales in Gouverneur Rolling 13 Periods? | Total sales in store Gouverneur Rolling 13 Periods. | Total sales in Gouverneur Rolling 13 Periods. | 4
What were my total sales in Glenville Rolling 13 Periods? | Total sales in store Glenville Rolling 13 Periods. | Total sales in Glenville Rolling 13 Periods. | 4
What were my total sales in Wilton Rolling 13 Periods? | Total sales in store Wilton Rolling 13 Periods. | Total sales in Wilton Rolling 13 Periods. | 4
What were my total sales in Glen Street Rolling 13 Periods? | Total sales in store Glen Street Rolling 13 Periods. | Total sales in Glen Street Rolling 13 Periods. | 4
What were my total sales in Catskill Rolling 13 Periods? | Total sales in store Catskill Rolling 13 Periods. | Total sales in Catskill Rolling 13 Periods. | 4
What were my total sales in North Utica Rolling 13 Periods? | Total sales in store North Utica Rolling 13 Periods. | Total sales in North Utica Rolling 13 Periods. | 4
What were my total sales in Delaware Ave Rolling 13 Periods? | Total sales in store Delaware Ave Rolling 13 Periods. | Total sales in Delaware Ave Rolling 13 Periods. | 4
What were my total sales in Canton Rolling 13 Periods? | Total sales in store Canton Rolling 13 Periods. | Total sales in Canton Rolling 13 Periods. | 4
What were my total sales in Menands Rolling 13 Periods? | Total sales in store Menands Rolling 13 Periods. | Total sales in Menands Rolling 13 Periods. | 4
What were my total sales in Mechanicville Rolling 13 Periods? | Total sales in store Mechanicville Rolling 13 Periods. | Total sales in Mechanicville Rolling 13 Periods. | 4
What were my total sales in Watertown Rolling 13 Periods? | Total sales in store Watertown Rolling 13 Periods. | Total sales in Watertown Rolling 13 Periods. | 4
What were my total sales in East Greenbush Rolling 13 Periods? | Total sales in store East Greenbush Rolling 13 Periods. | Total sales in East Greenbush Rolling 13 Periods. | 4
What were my total sales in Clifton Shoppers World Rolling 13 Periods? | Total sales in store Clifton Shoppers World Rolling 13 Periods. | Total sales in Clifton Shoppers World Rolling 13 Periods. | 4
What were my total sales in Middletown Rolling 13 Periods? | Total sales in store Middletown Rolling 13 Periods. | Total sales in Middletown Rolling 13 Periods. | 4
What were my total sales in Cobleskill Rolling 13 Periods? | Total sales in store Cobleskill Rolling 13 Periods. | Total sales in Cobleskill Rolling 13 Periods. | 4
What were my total sales in West Rutland Rolling 13 Periods? | Total sales in store West Rutland Rolling 13 Periods. | Total sales in West Rutland Rolling 13 Periods. | 4
What were my total sales in Barre Rolling 13 Periods? | Total sales in store Barre Rolling 13 Periods. | Total sales in Barre Rolling 13 Periods. | 4
What were my total sales in Manchester, VT Rolling 13 Periods? | Total sales in store Manchester, VT Rolling 13 Periods. | Total sales in Manchester, VT Rolling 13 Periods. | 4
What were my total sales in St. Albans Rolling 13 Periods? | Total sales in store St. Albans Rolling 13 Periods. | Total sales in St. Albans Rolling 13 Periods. | 4
What were my total sales in Poughkeepsie Rolling 13 Periods? | Total sales in store Poughkeepsie Rolling 13 Periods. | Total sales in Poughkeepsie Rolling 13 Periods. | 4
What were my total sales in Endicott Rolling 13 Periods? | Total sales in store Endicott Rolling 13 Periods. | Total sales in Endicott Rolling 13 Periods. | 4
What were my total sales in Rutland Plaza Rolling 13 Periods? | Total sales in store Rutland Plaza Rolling 13 Periods. | Total sales in Rutland Plaza Rolling 13 Periods. | 4
What were my total sales in Hudson Rolling 13 Periods? | Total sales in store Hudson Rolling 13 Periods. | Total sales in Hudson Rolling 13 Periods. | 4
What were my total sales in Westgate Rolling 13 Periods? | Total sales in store Westgate Rolling 13 Periods. | Total sales in Westgate Rolling 13 Periods. | 4
What were my total sales in Oneonta Rolling 13 Periods? | Total sales in store Oneonta Rolling 13 Periods. | Total sales in Oneonta Rolling 13 Periods. | 4
What were my total sales in O'Neill Highway Rolling 13 Periods? | Total sales in store O'Neill Highway Rolling 13 Periods. | Total sales in O'Neill Highway Rolling 13 Periods. | 4
What were my total sales in Brattleboro Rolling 13 Periods? | Total sales in store Brattleboro Rolling 13 Periods. | Total sales in Brattleboro Rolling 13 Periods. | 4
What were my total sales in Morrisville Rolling 13 Periods? | Total sales in store Morrisville Rolling 13 Periods. | Total sales in Morrisville Rolling 13 Periods. | 4
What were my total sales in Market Bistro Rolling 13 Periods? | Total sales in store Market Bistro Rolling 13 Periods. | Total sales in Market Bistro Rolling 13 Periods. | 4
What were my total sales in Amsterdam Rolling 13 Periods? | Total sales in store Amsterdam Rolling 13 Periods. | Total sales in Amsterdam Rolling 13 Periods. | 4
What were my total sales in Pittsfield Rolling 13 Periods? | Total sales in store Pittsfield Rolling 13 Periods. | Total sales in Pittsfield Rolling 13 Periods. | 4
What were my total sales in St. Johnsbury Rolling 13 Periods? | Total sales in store St. Johnsbury Rolling 13 Periods. | Total sales in St. Johnsbury Rolling 13 Periods. | 4
What were my total sales in Vails Gate Rolling 13 Periods? | Total sales in store Vails Gate Rolling 13 Periods. | Total sales in Vails Gate Rolling 13 Periods. | 4
What were my total sales in Park Avenue Rolling 13 Periods? | Total sales in store Park Avenue Rolling 13 Periods. | Total sales in Park Avenue Rolling 13 Periods. | 4
What were my total sales in Spencer Rolling 13 Periods? | Total sales in store Spencer Rolling 13 Periods. | Total sales in Spencer Rolling 13 Periods. | 4
What were my total sales in Sunderland Road Rolling 13 Periods? | Total sales in store Sunderland Road Rolling 13 Periods. | Total sales in Sunderland Road Rolling 13 Periods. | 4
What were my total sales in Gt. Barrington Rolling 13 Periods? | Total sales in store Gt. Barrington Rolling 13 Periods. | Total sales in Gt. Barrington Rolling 13 Periods. | 4
What were my total sales in Torrington Rolling 13 Periods? | Total sales in store Torrington Rolling 13 Periods. | Total sales in Torrington Rolling 13 Periods. | 4
What were my total sales in Granville Rolling 13 Periods? | Total sales in store Granville Rolling 13 Periods. | Total sales in Granville Rolling 13 Periods. | 4
What were my total sales in Route 50 Rolling 13 Periods? | Total sales in store Route 50 Rolling 13 Periods. | Total sales in Route 50 Rolling 13 Periods. | 4
What were my total sales in Bethlehem Rolling 13 Periods? | Total sales in store Bethlehem Rolling 13 Periods. | Total sales in Bethlehem Rolling 13 Periods. | 4
What were my total sales in Worcester Fair Rolling 13 Periods? | Total sales in store Worcester Fair Rolling 13 Periods. | Total sales in Worcester Fair Rolling 13 Periods. | 4
What were my total sales in Norwich Rolling 13 Periods? | Total sales in store Norwich Rolling 13 Periods. | Total sales in Norwich Rolling 13 Periods. | 4
What were my total sales in Marlborough Rolling 13 Periods? | Total sales in store Marlborough Rolling 13 Periods. | Total sales in Marlborough Rolling 13 Periods. | 4
What were my total sales in Palatine Bridge Rolling 13 Periods? | Total sales in store Palatine Bridge Rolling 13 Periods. | Total sales in Palatine Bridge Rolling 13 Periods. | 4
What were my total sales in Shelburne Road Rolling 13 Periods? | Total sales in store Shelburne Road Rolling 13 Periods. | Total sales in Shelburne Road Rolling 13 Periods. | 4
What were my total sales in Malone Rolling 13 Periods? | Total sales in store Malone Rolling 13 Periods. | Total sales in Malone Rolling 13 Periods. | 4
What were my total sales in West Lebanon Rolling 13 Periods? | Total sales in store West Lebanon Rolling 13 Periods. | Total sales in West Lebanon Rolling 13 Periods. | 4
What were my total sales in Plattsburgh Rolling 13 Periods? | Total sales in store Plattsburgh Rolling 13 Periods. | Total sales in Plattsburgh Rolling 13 Periods. | 4
What were my total sales in Taylor Rolling 13 Periods? | Total sales in store Taylor Rolling 13 Periods. | Total sales in Taylor Rolling 13 Periods. | 4
What were my total sales in Lake George Rolling 13 Periods? | Total sales in store Lake George Rolling 13 Periods. | Total sales in Lake George Rolling 13 Periods. | 4
What were my total sales in Bennington Rolling 13 Periods? | Total sales in store Bennington Rolling 13 Periods. | Total sales in Bennington Rolling 13 Periods. | 4
What were my total sales in Erie Blvd. Rolling 13 Periods? | Total sales in store Erie Blvd. Rolling 13 Periods. | Total sales in Erie Blvd. Rolling 13 Periods. | 4
What were my total sales in Wyoming Rolling 13 Periods? | Total sales in store Wyoming Rolling 13 Periods. | Total sales in Wyoming Rolling 13 Periods. | 4
What were my total sales in Western Lights Rolling 13 Periods? | Total sales in store Western Lights Rolling 13 Periods. | Total sales in Western Lights Rolling 13 Periods. | 4
What were my total sales in Altamont Avenue Rolling 13 Periods? | Total sales in store Altamont Avenue Rolling 13 Periods. | Total sales in Altamont Avenue Rolling 13 Periods. | 4
What were my total sales in Windsor  VT Rolling 13 Periods? | Total sales in store Windsor  VT Rolling 13 Periods. | Total sales in Windsor  VT Rolling 13 Periods. | 4
What were my total sales in Cortland Rolling 13 Periods? | Total sales in store Cortland Rolling 13 Periods. | Total sales in Cortland Rolling 13 Periods. | 4
What were my total sales in Main and Cambridge Rolling 13 Periods? | Total sales in store Main and Cambridge Rolling 13 Periods. | Total sales in Main and Cambridge Rolling 13 Periods. | 4
What were my total sales in Lake Placid Rolling 13 Periods? | Total sales in store Lake Placid Rolling 13 Periods. | Total sales in Lake Placid Rolling 13 Periods. | 4
What were my total sales in Hudson Valley Plaza Rolling 13 Periods? | Total sales in store Hudson Valley Plaza Rolling 13 Periods. | Total sales in Hudson Valley Plaza Rolling 13 Periods. | 4
What were my total sales in Clay Rolling 13 Periods? | Total sales in store Clay Rolling 13 Periods. | Total sales in Clay Rolling 13 Periods. | 4
What were my total sales in Guilderland Rolling 13 Periods? | Total sales in store Guilderland Rolling 13 Periods. | Total sales in Guilderland Rolling 13 Periods. | 4
What were my total sales in Malta Rolling 13 Periods? | Total sales in store Malta Rolling 13 Periods. | Total sales in Malta Rolling 13 Periods. | 4
What were my total sales in Montrose Rolling 13 Periods? | Total sales in store Montrose Rolling 13 Periods. | Total sales in Montrose Rolling 13 Periods. | 4
What were my total sales in Shaker Road Rolling 13 Periods? | Total sales in store Shaker Road Rolling 13 Periods. | Total sales in Shaker Road Rolling 13 Periods. | 4
What were my total sales in Putnam Rolling 13 Periods? | Total sales in store Putnam Rolling 13 Periods. | Total sales in Putnam Rolling 13 Periods. | 4
What were my total sales in Edwardsville Rolling 13 Periods? | Total sales in store Edwardsville Rolling 13 Periods. | Total sales in Edwardsville Rolling 13 Periods. | 4
What were my total sales in Niskayuna Rolling 13 Periods? | Total sales in store Niskayuna Rolling 13 Periods. | Total sales in Niskayuna Rolling 13 Periods. | 4
What were my total sales in Essex Center Rolling 13 Periods? | Total sales in store Essex Center Rolling 13 Periods. | Total sales in Essex Center Rolling 13 Periods. | 4
What were my total sales in Saugerties Rolling 13 Periods? | Total sales in store Saugerties Rolling 13 Periods. | Total sales in Saugerties Rolling 13 Periods. | 4
What were my total sales in Mountain Road Rolling 13 Periods? | Total sales in store Mountain Road Rolling 13 Periods. | Total sales in Mountain Road Rolling 13 Periods. | 4
What were my total sales in Gloversville Rolling 13 Periods? | Total sales in store Gloversville Rolling 13 Periods. | Total sales in Gloversville Rolling 13 Periods. | 4
What were my total sales in Glenmont Rolling 13 Periods? | Total sales in store Glenmont Rolling 13 Periods. | Total sales in Glenmont Rolling 13 Periods. | 4
What were my total sales in Newburgh Rolling 13 Periods? | Total sales in store Newburgh Rolling 13 Periods. | Total sales in Newburgh Rolling 13 Periods. | 4
What were my total sales in Cicero Rolling 13 Periods? | Total sales in store Cicero Rolling 13 Periods. | Total sales in Cicero Rolling 13 Periods. | 4
What were my total sales in House Calls Pharmacy Rolling 13 Periods? | Total sales in store House Calls Pharmacy Rolling 13 Periods. | Total sales in House Calls Pharmacy Rolling 13 Periods. | 4
What were my total sales in House Calls Pharmacy Rolling 13 Periods? | Total sales in store House Calls Pharmacy Rolling 13 Periods. | Total sales in House Calls Pharmacy Rolling 13 Periods. | 4
What were my total sales in Westfall PA Rolling 13 Periods? | Total sales in store Westfall PA Rolling 13 Periods. | Total sales in Westfall PA Rolling 13 Periods. | 4
What were my total sales in Southington Rolling 13 Periods? | Total sales in store Southington Rolling 13 Periods. | Total sales in Southington Rolling 13 Periods. | 4
What were my total sales in Bristol Rolling 13 Periods? | Total sales in store Bristol Rolling 13 Periods. | Total sales in Bristol Rolling 13 Periods. | 4
What were my total sales in Vernon Rolling 13 Periods? | Total sales in store Vernon Rolling 13 Periods. | Total sales in Vernon Rolling 13 Periods. | 4
What were my total sales in Rome Rolling 13 Periods? | Total sales in store Rome Rolling 13 Periods. | Total sales in Rome Rolling 13 Periods. | 4
What were my total sales in Commercial Drive Rolling 13 Periods? | Total sales in store Commercial Drive Rolling 13 Periods. | Total sales in Commercial Drive Rolling 13 Periods. | 4
What were my total sales in Keene Rolling 13 Periods? | Total sales in store Keene Rolling 13 Periods. | Total sales in Keene Rolling 13 Periods. | 4
What were my total sales in Newington Rolling 13 Periods? | Total sales in store Newington Rolling 13 Periods. | Total sales in Newington Rolling 13 Periods. | 4
What were my total sales in Richfield Springs Rolling 13 Periods? | Total sales in store Richfield Springs Rolling 13 Periods. | Total sales in Richfield Springs Rolling 13 Periods. | 4
What were my total sales in House Calls Rolling 13 Periods? | Total sales in store House Calls Rolling 13 Periods. | Total sales in House Calls Rolling 13 Periods. | 4
What were my total sales in Oneida Rolling 13 Periods? | Total sales in store Oneida Rolling 13 Periods. | Total sales in Oneida Rolling 13 Periods. | 4
What were my total sales in Fulton Rolling 13 Periods? | Total sales in store Fulton Rolling 13 Periods. | Total sales in Fulton Rolling 13 Periods. | 4
What were my total sales in Sidney Rolling 13 Periods? | Total sales in store Sidney Rolling 13 Periods. | Total sales in Sidney Rolling 13 Periods. | 4
What were my total sales in Owego Rolling 13 Periods? | Total sales in store Oswego Rolling 13 Periods. | Total sales in Owego Rolling 13 Periods. | 4
What were my total sales in Delhi Rolling 13 Periods? | Total sales in store Delhi Rolling 13 Periods. | Total sales in Delhi Rolling 13 Periods. | 4
What were my total sales in Derby Rolling 13 Periods? | Total sales in store Derby Rolling 13 Periods. | Total sales in Derby Rolling 13 Periods. | 4
What were my total sales in Champlain Rolling 13 Periods? | Total sales in store Champlain Rolling 13 Periods. | Total sales in Champlain Rolling 13 Periods. | 4
What were my total sales in Windsor, CT Rolling 13 Periods? | Total sales in store Windsor, CT Rolling 13 Periods. | Total sales in Windsor, CT Rolling 13 Periods. | 4
What were my total sales in Wilkes Rolling 13 Periods? | Total sales in store Wilkes Rolling 13 Periods. | Total sales in Wilkes Rolling 13 Periods. | 4
